Sale ID,Date,Customer,City,Category,Product,Unit Price (EGP),Qty,Total (EGP),Rep
EG-IT-1680,2023-03-05,Telecom Egypt,Suez,Cybersecurity,Penetration Testing License,31091,5,155455,Sarah Hassan
EG-IT-1681,2023-08-06,CIB Bank,Suez,Hardware,Server Rack v2,25370,16,405920,Mohamed Ali
EG-IT-1682,2023-07-24,Fawry,Mansoura,Cybersecurity,Firewall License,28434,9,255906,Khaled Ibrahim
EG-IT-1683,2023-03-02,Juhayna,Mansoura,Software,Project Mgmt Tool,11952,30,358560,Khaled Ibrahim
EG-IT-1684,2023-12-05,Talaat Moustafa Group,Hurghada,Software,ERP License (Arabic),10623,59,626757,Ahmed Mansour
EG-IT-1685,2023-11-18,QNB Alahli,Alexandria,Hardware,Server Rack v2,50140,14,701960,Khaled Ibrahim
EG-IT-1686,2023-04-12,Talaat Moustafa Group,Mansoura,Cloud Services,AWS Storage,49363,6,296178,Sarah Hassan
EG-IT-1687,2023-09-28,CIB Bank,Mansoura,Hardware,UPS Backup System,144433,13,1877629,Sarah Hassan
EG-IT-1688,2023-08-14,EgyptAir,Alexandria,Consulting,Cloud Migration,198541,1,198541,Mohamed Ali
EG-IT-1689,2023-11-10,EgyptAir,Cairo,Software,ERP License (Arabic),6559,59,386981,Sarah Hassan
EG-IT-1690,2023-03-30,QNB Alahli,Cairo,Software,Project Mgmt Tool,4134,31,128154,Mariam Zaki
EG-IT-1691,2023-07-15,QNB Alahli,Alexandria,Cybersecurity,Firewall License,38037,1,38037,Yasmine Mahmoud
EG-IT-1692,2023-10-12,Talaat Moustafa Group,Hurghada,Cybersecurity,Firewall License,9162,2,18324,Khaled Ibrahim
EG-IT-1693,2023-04-08,Orascom Development,Tanta,Cybersecurity,Penetration Testing License,25711,7,179977,Mariam Zaki
EG-IT-1694,2023-09-28,Banque Misr,Suez,Software,HR & Payroll System,7638,68,519384,Yasmine Mahmoud
EG-IT-1695,2023-12-07,Juhayna,Assiut,Hardware,UPS Backup System,136658,16,2186528,Sarah Hassan
EG-IT-1696,2023-12-23,EgyptAir,Alexandria,Consulting,Cloud Migration,91417,1,91417,Mariam Zaki
EG-IT-1697,2023-06-12,EgyptAir,Suez,Cybersecurity,Endpoint Protection,16206,3,48618,Mariam Zaki
EG-IT-1698,2023-03-08,Raya Holding,Assiut,Cybersecurity,Penetration Testing License,72621,7,508347,Yasmine Mahmoud
EG-IT-1699,2023-10-12,Telecom Egypt,Hurghada,Consulting,IT Security Audit,169964,1,169964,Khaled Ibrahim
EG-IT-1700,2023-07-03,Orascom Development,Port Said,Consulting,IT Security Audit,78210,1,78210,Yasmine Mahmoud
EG-IT-1701,2023-10-29,Juhayna,Mansoura,Consulting,Digital Transformation Strategy,205791,1,205791,Mariam Zaki
EG-IT-1702,2023-03-14,Banque Misr,Tanta,Cloud Services,Local Data Center Hosting,70102,1,70102,Ahmed Mansour
EG-IT-1703,2023-08-22,EgyptAir,Cairo,Consulting,IT Security Audit,209740,1,209740,Sarah Hassan
EG-IT-1704,2023-01-28,Juhayna,Mansoura,Cybersecurity,Penetration Testing License,61331,7,429317,Sarah Hassan
EG-IT-1705,2023-11-11,Fawry,Cairo,Hardware,Networking Switch,73823,18,1328814,Mariam Zaki
EG-IT-1706,2023-01-25,Orascom Development,Suez,Software,CRM Subscription,13299,60,797940,Mohamed Ali
EG-IT-1707,2023-05-07,Raya Holding,Hurghada,Consulting,Digital Transformation Strategy,264485,1,264485,Mariam Zaki
EG-IT-1708,2023-08-19,CIB Bank,Tanta,Software,CRM Subscription,1734,66,114444,Khaled Ibrahim
EG-IT-1709,2023-10-03,Elsewedy Electric,Suez,Cloud Services,Google Cloud Support,17308,5,86540,Sarah Hassan
EG-IT-1710,2023-03-18,CIB Bank,Tanta,Cloud Services,Local Data Center Hosting,46575,7,326025,Khaled Ibrahim
EG-IT-1711,2023-08-15,CIB Bank,Suez,Consulting,Cloud Migration,135982,1,135982,Mariam Zaki
EG-IT-1712,2023-09-25,Elsewedy Electric,Cairo,Consulting,Cloud Migration,246860,1,246860,Mariam Zaki
EG-IT-1713,2023-04-13,EgyptAir,Suez,Hardware,Networking Switch,32916,19,625404,Khaled Ibrahim
EG-IT-1714,2023-07-31,Fawry,Assiut,Cloud Services,AWS Storage,54787,8,438296,Ahmed Mansour
EG-IT-1715,2023-11-10,Banque Misr,Cairo,Cloud Services,Local Data Center Hosting,49345,2,98690,Mohamed Ali
EG-IT-1716,2023-10-04,QNB Alahli,Port Said,Consulting,Cloud Migration,292913,1,292913,Yasmine Mahmoud
EG-IT-1717,2023-12-23,EgyptAir,Hurghada,Cybersecurity,Endpoint Protection,69260,7,484820,Mohamed Ali
EG-IT-1718,2023-03-31,Banque Misr,Alexandria,Cybersecurity,Endpoint Protection,14409,7,100863,Khaled Ibrahim
EG-IT-1719,2023-06-16,EgyptAir,Tanta,Software,CRM Subscription,8139,82,667398,Yasmine Mahmoud
EG-IT-1720,2023-01-29,Raya Holding,Hurghada,Cloud Services,Local Data Center Hosting,62183,3,186549,Khaled Ibrahim
EG-IT-1721,2023-11-15,Raya Holding,Tanta,Cloud Services,Azure Managed Svcs,57552,2,115104,Khaled Ibrahim
EG-IT-1722,2023-07-28,Fawry,Assiut,Cybersecurity,Penetration Testing License,61170,6,367020,Khaled Ibrahim
EG-IT-1723,2023-01-23,Fawry,Giza,Software,CRM Subscription,13749,29,398721,Ahmed Mansour
EG-IT-1724,2023-09-04,Raya Holding,Cairo,Consulting,Cloud Migration,69014,1,69014,Khaled Ibrahim
EG-IT-1725,2023-01-04,CIB Bank,Cairo,Cloud Services,AWS Storage,54331,10,543310,Khaled Ibrahim
EG-IT-1726,2023-08-08,Juhayna,Mansoura,Consulting,IT Security Audit,93742,1,93742,Khaled Ibrahim
EG-IT-1727,2023-01-05,EgyptAir,Tanta,Hardware,UPS Backup System,130295,6,781770,Khaled Ibrahim
EG-IT-1728,2023-12-10,Fawry,Giza,Cybersecurity,Endpoint Protection,69686,2,139372,Mariam Zaki
EG-IT-1729,2023-03-04,Raya Holding,Hurghada,Hardware,Server Rack v2,93923,12,1127076,Khaled Ibrahim
EG-IT-1730,2023-08-30,EgyptAir,Assiut,Software,CRM Subscription,10054,72,723888,Sarah Hassan
EG-IT-1731,2023-08-24,EgyptAir,Assiut,Consulting,IT Security Audit,85275,1,85275,Mariam Zaki
EG-IT-1732,2023-07-06,Banque Misr,Alexandria,Hardware,Laptop Pro X1,85962,7,601734,Sarah Hassan
EG-IT-1733,2023-06-07,Banque Misr,Alexandria,Consulting,Cloud Migration,265776,1,265776,Yasmine Mahmoud
EG-IT-1734,2023-07-01,Elsewedy Electric,Tanta,Consulting,IT Security Audit,209516,1,209516,Mariam Zaki
EG-IT-1735,2023-12-14,QNB Alahli,Mansoura,Cloud Services,AWS Storage,19965,5,99825,Mariam Zaki
EG-IT-1736,2023-11-09,Telecom Egypt,Hurghada,Cybersecurity,Firewall License,64468,10,644680,Ahmed Mansour
EG-IT-1737,2023-12-17,Banque Misr,Suez,Consulting,Digital Transformation Strategy,232308,1,232308,Ahmed Mansour
EG-IT-1738,2023-09-12,Banque Misr,Suez,Software,HR & Payroll System,4813,100,481300,Yasmine Mahmoud
EG-IT-1739,2023-10-05,Talaat Moustafa Group,Port Said,Consulting,IT Security Audit,107562,1,107562,Mariam Zaki
EG-IT-1740,2023-07-31,EgyptAir,Assiut,Cloud Services,Google Cloud Support,79749,6,478494,Yasmine Mahmoud
EG-IT-1741,2023-07-02,Fawry,Giza,Software,HR & Payroll System,6765,67,453255,Mariam Zaki
EG-IT-1742,2023-01-19,CIB Bank,Port Said,Software,CRM Subscription,14709,54,794286,Mohamed Ali
EG-IT-1743,2023-09-08,CIB Bank,Suez,Hardware,UPS Backup System,91308,11,1004388,Sarah Hassan
EG-IT-1744,2023-07-14,Banque Misr,Cairo,Consulting,IT Security Audit,283479,1,283479,Yasmine Mahmoud
EG-IT-1745,2023-12-10,CIB Bank,Alexandria,Cloud Services,Local Data Center Hosting,29118,6,174708,Khaled Ibrahim
EG-IT-1746,2023-11-08,Telecom Egypt,Alexandria,Cybersecurity,Endpoint Protection,50837,3,152511,Mohamed Ali
EG-IT-1747,2023-05-22,QNB Alahli,Assiut,Cloud Services,AWS Storage,79302,10,793020,Mohamed Ali
EG-IT-1748,2023-05-22,QNB Alahli,Giza,Consulting,Digital Transformation Strategy,94012,1,94012,Mohamed Ali
EG-IT-1749,2023-01-14,Talaat Moustafa Group,Port Said,Cloud Services,AWS Storage,59316,9,533844,Sarah Hassan
EG-IT-1750,2023-11-27,Talaat Moustafa Group,Suez,Software,ERP License (Arabic),1134,72,81648,Sarah Hassan
EG-IT-1751,2023-07-15,CIB Bank,Giza,Consulting,Cloud Migration,289278,1,289278,Mohamed Ali
EG-IT-1752,2023-11-16,Fawry,Tanta,Consulting,IT Security Audit,113320,1,113320,Sarah Hassan
EG-IT-1753,2023-04-24,Juhayna,Hurghada,Cybersecurity,Endpoint Protection,13440,10,134400,Yasmine Mahmoud
EG-IT-1754,2023-01-22,Elsewedy Electric,Hurghada,Consulting,Digital Transformation Strategy,164520,1,164520,Yasmine Mahmoud
EG-IT-1755,2023-01-13,CIB Bank,Cairo,Hardware,Networking Switch,102924,17,1749708,Khaled Ibrahim
EG-IT-1756,2023-04-09,QNB Alahli,Cairo,Hardware,Laptop Pro X1,112740,3,338220,Yasmine Mahmoud
EG-IT-1757,2023-09-17,QNB Alahli,Giza,Hardware,Laptop Pro X1,43742,11,481162,Khaled Ibrahim
EG-IT-1758,2023-12-23,Orascom Development,Alexandria,Software,ERP License (Arabic),1722,64,110208,Sarah Hassan
EG-IT-1759,2023-12-10,Orascom Development,Suez,Consulting,IT Security Audit,66124,1,66124,Mohamed Ali
EG-IT-1760,2023-02-01,CIB Bank,Mansoura,Cybersecurity,Endpoint Protection,13046,2,26092,Yasmine Mahmoud
EG-IT-1761,2023-04-29,Banque Misr,Hurghada,Hardware,Laptop Pro X1,134988,2,269976,Khaled Ibrahim
EG-IT-1762,2023-02-04,Elsewedy Electric,Suez,Cloud Services,Google Cloud Support,66220,6,397320,Yasmine Mahmoud
EG-IT-1763,2023-01-19,Fawry,Hurghada,Software,Project Mgmt Tool,9009,5,45045,Mariam Zaki
EG-IT-1764,2023-09-10,QNB Alahli,Port Said,Cybersecurity,Firewall License,40012,2,80024,Khaled Ibrahim
EG-IT-1765,2023-10-25,Fawry,Port Said,Consulting,Cloud Migration,206558,1,206558,Khaled Ibrahim
EG-IT-1766,2023-07-12,Fawry,Cairo,Cloud Services,AWS Storage,27511,8,220088,Ahmed Mansour
EG-IT-1767,2023-07-29,Telecom Egypt,Tanta,Software,CRM Subscription,6448,79,509392,Khaled Ibrahim
EG-IT-1768,2023-10-15,Talaat Moustafa Group,Hurghada,Software,ERP License (Arabic),1373,100,137300,Mohamed Ali
EG-IT-1769,2023-11-14,Raya Holding,Hurghada,Consulting,IT Security Audit,272387,1,272387,Mohamed Ali
EG-IT-1770,2023-07-30,QNB Alahli,Tanta,Cybersecurity,Endpoint Protection,40784,2,81568,Ahmed Mansour
EG-IT-1771,2023-12-09,Juhayna,Giza,Cybersecurity,Penetration Testing License,76079,8,608632,Khaled Ibrahim
EG-IT-1772,2023-02-06,Orascom Development,Mansoura,Cybersecurity,Endpoint Protection,55690,7,389830,Mohamed Ali
EG-IT-1773,2023-11-08,Fawry,Suez,Cloud Services,Local Data Center Hosting,13798,6,82788,Mohamed Ali
EG-IT-1774,2023-04-05,QNB Alahli,Cairo,Software,HR & Payroll System,12431,67,832877,Sarah Hassan
EG-IT-1775,2023-02-02,Elsewedy Electric,Suez,Software,HR & Payroll System,10936,66,721776,Sarah Hassan
EG-IT-1776,2023-07-17,Fawry,Mansoura,Software,CRM Subscription,9550,30,286500,Khaled Ibrahim
EG-IT-1777,2023-10-26,QNB Alahli,Cairo,Consulting,Digital Transformation Strategy,57622,1,57622,Yasmine Mahmoud
EG-IT-1778,2023-06-26,Telecom Egypt,Hurghada,Consulting,Cloud Migration,263154,1,263154,Sarah Hassan
EG-IT-1779,2023-10-11,Telecom Egypt,Mansoura,Cybersecurity,Firewall License,55557,2,111114,Ahmed Mansour
EG-IT-1780,2023-07-13,Orascom Development,Port Said,Software,CRM Subscription,3640,98,356720,Sarah Hassan
EG-IT-1781,2023-06-23,Elsewedy Electric,Port Said,Software,ERP License (Arabic),11528,37,426536,Mohamed Ali
EG-IT-1782,2023-10-26,Fawry,Cairo,Cybersecurity,Penetration Testing License,66667,10,666670,Ahmed Mansour
EG-IT-1783,2023-11-28,Talaat Moustafa Group,Hurghada,Software,ERP License (Arabic),14944,98,1464512,Khaled Ibrahim
EG-IT-1784,2023-02-23,CIB Bank,Assiut,Consulting,IT Security Audit,236021,1,236021,Sarah Hassan
EG-IT-1785,2023-12-26,Raya Holding,Hurghada,Hardware,Server Rack v2,64570,16,1033120,Khaled Ibrahim
EG-IT-1786,2023-06-22,Elsewedy Electric,Cairo,Cybersecurity,Firewall License,23006,6,138036,Mohamed Ali
EG-IT-1787,2023-05-19,Raya Holding,Hurghada,Software,Project Mgmt Tool,3009,98,294882,Yasmine Mahmoud
EG-IT-1788,2023-04-04,EgyptAir,Hurghada,Software,HR & Payroll System,9982,46,459172,Ahmed Mansour
EG-IT-1789,2023-05-14,Juhayna,Alexandria,Hardware,Server Rack v2,134536,7,941752,Ahmed Mansour
EG-IT-1790,2023-08-10,QNB Alahli,Suez,Cybersecurity,Firewall License,36358,7,254506,Yasmine Mahmoud
EG-IT-1791,2023-02-03,Elsewedy Electric,Suez,Hardware,Networking Switch,125985,19,2393715,Ahmed Mansour
EG-IT-1792,2023-01-26,Talaat Moustafa Group,Mansoura,Cybersecurity,Firewall License,40407,4,161628,Ahmed Mansour
EG-IT-1793,2023-05-15,Raya Holding,Tanta,Consulting,Digital Transformation Strategy,196953,1,196953,Ahmed Mansour
EG-IT-1794,2023-10-29,Fawry,Suez,Cybersecurity,Penetration Testing License,42012,8,336096,Yasmine Mahmoud
EG-IT-1795,2023-04-30,CIB Bank,Tanta,Consulting,Digital Transformation Strategy,107836,1,107836,Mohamed Ali
EG-IT-1796,2023-03-09,Elsewedy Electric,Hurghada,Software,ERP License (Arabic),14062,73,1026526,Ahmed Mansour
EG-IT-1797,2023-01-24,Fawry,Port Said,Cybersecurity,Firewall License,57108,4,228432,Mohamed Ali
EG-IT-1798,2023-05-30,Telecom Egypt,Mansoura,Cybersecurity,Firewall License,78602,1,78602,Ahmed Mansour
EG-IT-1799,2023-06-29,QNB Alahli,Mansoura,Cloud Services,AWS Storage,34190,9,307710,Mariam Zaki
EG-IT-1800,2023-06-24,Telecom Egypt,Assiut,Cloud Services,AWS Storage,15864,10,158640,Mariam Zaki
EG-IT-1801,2023-04-03,Banque Misr,Hurghada,Hardware,UPS Backup System,49802,15,747030,Mohamed Ali
EG-IT-1802,2023-04-03,Telecom Egypt,Mansoura,Hardware,Server Rack v2,41584,6,249504,Ahmed Mansour
EG-IT-1803,2023-05-18,CIB Bank,Tanta,Software,CRM Subscription,9858,52,512616,Sarah Hassan
EG-IT-1804,2023-07-01,QNB Alahli,Suez,Consulting,Cloud Migration,66317,1,66317,Khaled Ibrahim
EG-IT-1805,2023-05-10,Banque Misr,Giza,Hardware,Server Rack v2,86842,7,607894,Ahmed Mansour
EG-IT-1806,2023-04-01,Banque Misr,Suez,Cloud Services,Local Data Center Hosting,12548,4,50192,Sarah Hassan
EG-IT-1807,2023-10-26,Talaat Moustafa Group,Hurghada,Cybersecurity,Endpoint Protection,62157,10,621570,Sarah Hassan
EG-IT-1808,2023-10-14,Raya Holding,Cairo,Consulting,Cloud Migration,249835,1,249835,Mariam Zaki
EG-IT-1809,2023-11-02,Juhayna,Hurghada,Cybersecurity,Penetration Testing License,18677,3,56031,Sarah Hassan
EG-IT-1810,2023-01-23,Elsewedy Electric,Cairo,Software,ERP License (Arabic),9788,90,880920,Yasmine Mahmoud
EG-IT-1811,2023-05-28,Fawry,Suez,Cybersecurity,Firewall License,8790,5,43950,Mohamed Ali
EG-IT-1812,2023-08-04,Fawry,Cairo,Cloud Services,AWS Storage,21984,8,175872,Mohamed Ali
EG-IT-1813,2023-02-09,Raya Holding,Tanta,Cybersecurity,Firewall License,43363,7,303541,Khaled Ibrahim
EG-IT-1814,2023-12-06,Orascom Development,Alexandria,Consulting,Cloud Migration,126298,1,126298,Khaled Ibrahim
EG-IT-1815,2023-06-27,Elsewedy Electric,Alexandria,Cloud Services,Azure Managed Svcs,73302,1,73302,Sarah Hassan
EG-IT-1816,2023-12-18,Juhayna,Assiut,Hardware,Server Rack v2,127186,6,763116,Khaled Ibrahim
EG-IT-1817,2023-04-14,Orascom Development,Suez,Consulting,Digital Transformation Strategy,89748,1,89748,Khaled Ibrahim
EG-IT-1818,2023-09-18,Talaat Moustafa Group,Mansoura,Cybersecurity,Endpoint Protection,77206,2,154412,Yasmine Mahmoud
EG-IT-1819,2023-10-27,Raya Holding,Hurghada,Hardware,Server Rack v2,128387,5,641935,Sarah Hassan
EG-IT-1820,2023-11-16,Fawry,Suez,Cybersecurity,Firewall License,52506,2,105012,Khaled Ibrahim
EG-IT-1821,2023-09-26,Elsewedy Electric,Mansoura,Consulting,Cloud Migration,236302,1,236302,Ahmed Mansour
EG-IT-1822,2023-05-08,Elsewedy Electric,Giza,Software,HR & Payroll System,1887,32,60384,Ahmed Mansour
EG-IT-1823,2023-08-24,Orascom Development,Tanta,Consulting,Cloud Migration,278631,1,278631,Ahmed Mansour
EG-IT-1824,2023-01-17,Raya Holding,Giza,Cloud Services,AWS Storage,24590,2,49180,Ahmed Mansour
EG-IT-1825,2023-10-08,QNB Alahli,Assiut,Hardware,UPS Backup System,142402,12,1708824,Ahmed Mansour
EG-IT-1826,2023-03-24,Banque Misr,Mansoura,Cloud Services,AWS Storage,24187,9,217683,Yasmine Mahmoud
EG-IT-1827,2023-08-09,Fawry,Mansoura,Hardware,Server Rack v2,109208,2,218416,Yasmine Mahmoud
EG-IT-1828,2023-05-28,Orascom Development,Hurghada,Software,ERP License (Arabic),4595,11,50545,Khaled Ibrahim
EG-IT-1829,2023-07-22,Fawry,Hurghada,Cloud Services,Azure Managed Svcs,31576,3,94728,Mariam Zaki
EG-IT-1830,2023-07-31,Fawry,Giza,Hardware,Laptop Pro X1,48500,3,145500,Khaled Ibrahim
EG-IT-1831,2023-04-01,Banque Misr,Alexandria,Hardware,Server Rack v2,91217,4,364868,Yasmine Mahmoud
EG-IT-1832,2023-12-07,CIB Bank,Port Said,Consulting,IT Security Audit,210490,1,210490,Sarah Hassan
EG-IT-1833,2023-08-10,Orascom Development,Cairo,Cloud Services,Local Data Center Hosting,39737,3,119211,Mariam Zaki
EG-IT-1834,2023-03-30,CIB Bank,Mansoura,Software,ERP License (Arabic),6395,38,243010,Sarah Hassan
EG-IT-1835,2023-01-03,EgyptAir,Hurghada,Hardware,Server Rack v2,97207,20,1944140,Sarah Hassan
EG-IT-1836,2023-04-02,Raya Holding,Alexandria,Cybersecurity,Firewall License,47969,6,287814,Yasmine Mahmoud
EG-IT-1837,2023-09-17,Banque Misr,Alexandria,Consulting,Cloud Migration,176920,1,176920,Sarah Hassan
EG-IT-1838,2023-07-29,Banque Misr,Giza,Hardware,Networking Switch,35705,13,464165,Yasmine Mahmoud
EG-IT-1839,2023-12-05,Telecom Egypt,Alexandria,Hardware,Server Rack v2,96737,18,1741266,Mohamed Ali
EG-IT-1840,2023-12-28,Elsewedy Electric,Suez,Hardware,UPS Backup System,77270,3,231810,Mohamed Ali
EG-IT-1841,2023-07-25,QNB Alahli,Port Said,Cloud Services,AWS Storage,39110,7,273770,Mohamed Ali
EG-IT-1842,2023-11-14,CIB Bank,Alexandria,Software,HR & Payroll System,4293,28,120204,Yasmine Mahmoud
EG-IT-1843,2023-10-11,Telecom Egypt,Tanta,Hardware,UPS Backup System,53153,11,584683,Mariam Zaki
EG-IT-1844,2023-09-10,Juhayna,Port Said,Cloud Services,Local Data Center Hosting,27896,2,55792,Mariam Zaki
EG-IT-1845,2023-03-18,Banque Misr,Alexandria,Cybersecurity,Penetration Testing License,27725,6,166350,Mohamed Ali
EG-IT-1846,2023-01-21,Fawry,Hurghada,Consulting,Cloud Migration,220122,1,220122,Mariam Zaki
EG-IT-1847,2023-11-01,QNB Alahli,Port Said,Hardware,Networking Switch,63148,17,1073516,Ahmed Mansour
EG-IT-1848,2023-04-13,Raya Holding,Giza,Software,CRM Subscription,6289,35,220115,Sarah Hassan
EG-IT-1849,2023-03-07,Raya Holding,Hurghada,Cloud Services,Azure Managed Svcs,56912,9,512208,Yasmine Mahmoud
EG-IT-1850,2023-06-22,Elsewedy Electric,Giza,Consulting,IT Security Audit,152801,1,152801,Ahmed Mansour
EG-IT-1851,2023-11-03,Banque Misr,Alexandria,Hardware,UPS Backup System,57546,17,978282,Yasmine Mahmoud
EG-IT-1852,2023-06-13,Juhayna,Hurghada,Cloud Services,AWS Storage,23577,1,23577,Khaled Ibrahim
EG-IT-1853,2023-05-22,Raya Holding,Hurghada,Consulting,IT Security Audit,262591,1,262591,Mohamed Ali
EG-IT-1854,2023-11-30,Telecom Egypt,Assiut,Hardware,Laptop Pro X1,82711,10,827110,Mariam Zaki
EG-IT-1855,2023-12-14,Raya Holding,Giza,Cybersecurity,Firewall License,10667,10,106670,Khaled Ibrahim
EG-IT-1856,2023-05-30,EgyptAir,Giza,Software,Project Mgmt Tool,2860,24,68640,Mohamed Ali
EG-IT-1857,2023-05-27,Talaat Moustafa Group,Giza,Hardware,Laptop Pro X1,99295,5,496475,Mohamed Ali
EG-IT-1858,2023-02-18,Orascom Development,Suez,Hardware,Networking Switch,74747,19,1420193,Khaled Ibrahim
EG-IT-1859,2023-05-26,Juhayna,Assiut,Cybersecurity,Endpoint Protection,66462,10,664620,Mariam Zaki
EG-IT-1860,2023-11-14,EgyptAir,Cairo,Consulting,Digital Transformation Strategy,261449,1,261449,Khaled Ibrahim
EG-IT-1861,2023-12-26,Elsewedy Electric,Mansoura,Cloud Services,Google Cloud Support,18379,3,55137,Ahmed Mansour
EG-IT-1862,2023-06-30,Banque Misr,Mansoura,Cybersecurity,Endpoint Protection,76152,2,152304,Mariam Zaki
EG-IT-1863,2023-07-12,Orascom Development,Port Said,Cybersecurity,Endpoint Protection,21259,6,127554,Mohamed Ali
EG-IT-1864,2023-05-15,Talaat Moustafa Group,Mansoura,Software,Project Mgmt Tool,5172,57,294804,Sarah Hassan
EG-IT-1865,2023-04-15,QNB Alahli,Assiut,Consulting,Cloud Migration,248795,1,248795,Sarah Hassan
EG-IT-1866,2023-04-05,QNB Alahli,Mansoura,Hardware,Server Rack v2,32391,6,194346,Sarah Hassan
EG-IT-1867,2023-01-14,Juhayna,Alexandria,Software,HR & Payroll System,6894,36,248184,Mohamed Ali
EG-IT-1868,2023-04-08,Orascom Development,Port Said,Cybersecurity,Firewall License,77983,9,701847,Mariam Zaki
EG-IT-1869,2023-06-20,Orascom Development,Port Said,Software,Project Mgmt Tool,3330,52,173160,Sarah Hassan
EG-IT-1870,2023-06-25,Telecom Egypt,Port Said,Consulting,IT Security Audit,113055,1,113055,Yasmine Mahmoud
EG-IT-1871,2023-06-26,QNB Alahli,Assiut,Consulting,Digital Transformation Strategy,156706,1,156706,Mohamed Ali
EG-IT-1872,2023-03-20,Banque Misr,Hurghada,Software,ERP License (Arabic),7534,11,82874,Sarah Hassan
EG-IT-1873,2023-12-28,Juhayna,Tanta,Cloud Services,Google Cloud Support,63137,4,252548,Mariam Zaki
EG-IT-1874,2023-04-16,Juhayna,Cairo,Software,Project Mgmt Tool,1502,12,18024,Khaled Ibrahim
EG-IT-1875,2023-11-22,CIB Bank,Mansoura,Consulting,IT Security Audit,172518,1,172518,Mariam Zaki
EG-IT-1876,2023-10-26,EgyptAir,Hurghada,Cloud Services,Azure Managed Svcs,29494,6,176964,Ahmed Mansour
EG-IT-1877,2023-10-16,QNB Alahli,Hurghada,Software,Project Mgmt Tool,12512,81,1013472,Sarah Hassan
EG-IT-1878,2023-10-24,Raya Holding,Mansoura,Consulting,Digital Transformation Strategy,213298,1,213298,Mohamed Ali
EG-IT-1879,2023-06-15,Telecom Egypt,Assiut,Cybersecurity,Penetration Testing License,53037,8,424296,Sarah Hassan
EG-IT-1880,2023-05-02,Telecom Egypt,Giza,Software,Project Mgmt Tool,12572,15,188580,Mohamed Ali
EG-IT-1881,2023-07-03,Talaat Moustafa Group,Assiut,Software,ERP License (Arabic),13447,49,658903,Yasmine Mahmoud
EG-IT-1882,2023-03-05,QNB Alahli,Tanta,Hardware,Networking Switch,58997,10,589970,Khaled Ibrahim
EG-IT-1883,2023-09-15,Juhayna,Alexandria,Cloud Services,Google Cloud Support,36642,6,219852,Yasmine Mahmoud
EG-IT-1884,2023-02-04,Banque Misr,Port Said,Software,Project Mgmt Tool,14763,33,487179,Sarah Hassan
EG-IT-1885,2023-05-05,Elsewedy Electric,Assiut,Cloud Services,Google Cloud Support,20930,5,104650,Ahmed Mansour
EG-IT-1886,2023-06-25,Fawry,Tanta,Cloud Services,Azure Managed Svcs,72565,1,72565,Mohamed Ali
EG-IT-1887,2023-09-07,CIB Bank,Giza,Consulting,Cloud Migration,262540,1,262540,Ahmed Mansour
EG-IT-1888,2023-06-16,Juhayna,Alexandria,Hardware,Networking Switch,148019,7,1036133,Sarah Hassan
EG-IT-1889,2023-07-21,Juhayna,Cairo,Software,ERP License (Arabic),6350,68,431800,Yasmine Mahmoud
EG-IT-1890,2023-04-05,Fawry,Mansoura,Consulting,IT Security Audit,293961,1,293961,Mohamed Ali
EG-IT-1891,2023-01-21,Raya Holding,Port Said,Software,CRM Subscription,2441,33,80553,Sarah Hassan
EG-IT-1892,2023-07-17,Talaat Moustafa Group,Alexandria,Cloud Services,Local Data Center Hosting,18529,8,148232,Ahmed Mansour
EG-IT-1893,2023-09-10,Talaat Moustafa Group,Port Said,Cloud Services,Local Data Center Hosting,29277,9,263493,Yasmine Mahmoud
EG-IT-1894,2023-01-16,Telecom Egypt,Assiut,Consulting,IT Security Audit,118473,1,118473,Sarah Hassan
EG-IT-1895,2023-06-15,QNB Alahli,Port Said,Consulting,IT Security Audit,114157,1,114157,Yasmine Mahmoud
EG-IT-1896,2023-01-26,QNB Alahli,Hurghada,Cloud Services,AWS Storage,33302,1,33302,Mohamed Ali
EG-IT-1897,2023-10-28,Telecom Egypt,Suez,Hardware,UPS Backup System,92513,10,925130,Yasmine Mahmoud
EG-IT-1898,2023-06-07,Elsewedy Electric,Cairo,Hardware,Networking Switch,26940,4,107760,Yasmine Mahmoud
EG-IT-1899,2023-06-04,Elsewedy Electric,Hurghada,Cybersecurity,Penetration Testing License,72360,9,651240,Khaled Ibrahim
EG-IT-1900,2023-04-06,Telecom Egypt,Giza,Cybersecurity,Penetration Testing License,18926,9,170334,Mohamed Ali
EG-IT-1901,2023-06-13,Orascom Development,Alexandria,Hardware,Laptop Pro X1,94241,7,659687,Mohamed Ali
EG-IT-1902,2023-08-10,Telecom Egypt,Port Said,Consulting,IT Security Audit,297600,1,297600,Mohamed Ali
EG-IT-1903,2023-10-18,QNB Alahli,Port Said,Cloud Services,AWS Storage,8019,7,56133,Yasmine Mahmoud
EG-IT-1904,2023-06-24,QNB Alahli,Assiut,Hardware,Server Rack v2,87905,19,1670195,Yasmine Mahmoud
EG-IT-1905,2023-04-09,Talaat Moustafa Group,Mansoura,Cybersecurity,Firewall License,40991,6,245946,Khaled Ibrahim
EG-IT-1906,2023-03-28,Talaat Moustafa Group,Hurghada,Software,Project Mgmt Tool,14543,25,363575,Mohamed Ali
EG-IT-1907,2023-03-05,Telecom Egypt,Suez,Software,HR & Payroll System,14921,40,596840,Ahmed Mansour
